,0
116,"POLYGON ((-94.55785462832121 39.10799479543007, -94.54919696868734 39.10799479543007, -94.54919696868734 39.114739698158, -94.55785462832121 39.114739698158, -94.55785462832121 39.10799479543007))"
117,"POLYGON ((-94.55785462832121 39.12148460088592, -94.54919696868734 39.12148460088592, -94.54919696868734 39.12822950361384, -94.55785462832121 39.12822950361384, -94.55785462832121 39.12148460088592))"
118,"POLYGON ((-94.54919696868734 39.00007635178329, -94.54053930905347 39.00007635178329, -94.54053930905347 39.00682125451122, -94.54919696868734 39.00682125451122, -94.54919696868734 39.00007635178329))"
119,"POLYGON ((-94.54919696868734 39.00682125451122, -94.54053930905347 39.00682125451122, -94.54053930905347 39.01356615723914, -94.54919696868734 39.01356615723914, -94.54919696868734 39.00682125451122))"
120,"POLYGON ((-94.54919696868734 39.01356615723914, -94.54053930905347 39.01356615723914, -94.54053930905347 39.02031105996706, -94.54919696868734 39.02031105996706, -94.54919696868734 39.01356615723914))"
121,"POLYGON ((-94.54919696868734 39.05403557360668, -94.54053930905347 39.05403557360668, -94.54053930905347 39.06078047633461, -94.54919696868734 39.06078047633461, -94.54919696868734 39.05403557360668))"
122,"POLYGON ((-94.54919696868734 39.06078047633461, -94.54053930905347 39.06078047633461, -94.54053930905347 39.06752537906253, -94.54919696868734 39.06752537906253, -94.54919696868734 39.06078047633461))"
123,"POLYGON ((-94.54919696868734 39.06752537906253, -94.54053930905347 39.06752537906253, -94.54053930905347 39.07427028179045, -94.54919696868734 39.07427028179045, -94.54919696868734 39.06752537906253))"
124,"POLYGON ((-94.54919696868734 39.07427028179045, -94.54053930905347 39.07427028179045, -94.54053930905347 39.08101518451838, -94.54919696868734 39.08101518451838, -94.54919696868734 39.07427028179045))"
125,"POLYGON ((-94.54919696868734 39.0877600872463, -94.54053930905347 39.0877600872463, -94.54053930905347 39.09450498997423, -94.54919696868734 39.09450498997423, -94.54919696868734 39.0877600872463))"
126,"POLYGON ((-94.54919696868734 39.09450498997423, -94.54053930905347 39.09450498997423, -94.54053930905347 39.10124989270215, -94.54919696868734 39.10124989270215, -94.54919696868734 39.09450498997423))"
127,"POLYGON ((-94.54919696868734 39.10124989270215, -94.54053930905347 39.10124989270215, -94.54053930905347 39.10799479543007, -94.54919696868734 39.10799479543007, -94.54919696868734 39.10124989270215))"
128,"POLYGON ((-94.54919696868734 39.10799479543007, -94.54053930905347 39.10799479543007, -94.54053930905347 39.114739698158, -94.54919696868734 39.114739698158, -94.54919696868734 39.10799479543007))"
129,"POLYGON ((-94.54919696868734 39.114739698158, -94.54053930905347 39.114739698158, -94.54053930905347 39.12148460088592, -94.54919696868734 39.12148460088592, -94.54919696868734 39.114739698158))"
130,"POLYGON ((-94.54053930905347 39.00682125451122, -94.5318816494196 39.00682125451122, -94.5318816494196 39.01356615723914, -94.54053930905347 39.01356615723914, -94.54053930905347 39.00682125451122))"
131,"POLYGON ((-94.54053930905347 39.06078047633461, -94.5318816494196 39.06078047633461, -94.5318816494196 39.06752537906253, -94.54053930905347 39.06752537906253, -94.54053930905347 39.06078047633461))"
132,"POLYGON ((-94.54053930905347 39.08101518451838, -94.5318816494196 39.08101518451838, -94.5318816494196 39.0877600872463, -94.54053930905347 39.0877600872463, -94.54053930905347 39.08101518451838))"
133,"POLYGON ((-94.54053930905347 39.0877600872463, -94.5318816494196 39.0877600872463, -94.5318816494196 39.09450498997423, -94.54053930905347 39.09450498997423, -94.54053930905347 39.0877600872463))"
134,"POLYGON ((-94.54053930905347 39.09450498997423, -94.5318816494196 39.09450498997423, -94.5318816494196 39.10124989270215, -94.54053930905347 39.10124989270215, -94.54053930905347 39.09450498997423))"
135,"POLYGON ((-94.54053930905347 39.10124989270215, -94.5318816494196 39.10124989270215, -94.5318816494196 39.10799479543007, -94.54053930905347 39.10799479543007, -94.54053930905347 39.10124989270215))"
