,0
68,"POLYGON ((-93.29107868174081 45.01518684121526, -93.28155870027369 45.01518684121526, -93.28155870027369 45.02193174394321, -93.29107868174081 45.02193174394321, -93.29107868174081 45.01518684121526))"
69,"POLYGON ((-93.29107868174081 45.02193174394321, -93.28155870027369 45.02193174394321, -93.28155870027369 45.02867664667115, -93.29107868174081 45.02867664667115, -93.29107868174081 45.02193174394321))"
70,"POLYGON ((-93.29107868174081 45.02867664667115, -93.28155870027369 45.02867664667115, -93.28155870027369 45.0354215493991, -93.29107868174081 45.0354215493991, -93.29107868174081 45.02867664667115))"
71,"POLYGON ((-93.29107868174081 45.0354215493991, -93.28155870027369 45.0354215493991, -93.28155870027369 45.04216645212704, -93.29107868174081 45.04216645212704, -93.29107868174081 45.0354215493991))"
72,"POLYGON ((-93.28155870027369 44.8870336893843, -93.27203871880657 44.8870336893843, -93.27203871880657 44.89377859211225, -93.28155870027369 44.89377859211225, -93.28155870027369 44.8870336893843))"
73,"POLYGON ((-93.28155870027369 44.89377859211225, -93.27203871880657 44.89377859211225, -93.27203871880657 44.90052349484019, -93.28155870027369 44.90052349484019, -93.28155870027369 44.89377859211225))"
74,"POLYGON ((-93.28155870027369 44.90052349484019, -93.27203871880657 44.90052349484019, -93.27203871880657 44.90726839756814, -93.28155870027369 44.90726839756814, -93.28155870027369 44.90052349484019))"
75,"POLYGON ((-93.28155870027369 44.91401330029608, -93.27203871880657 44.91401330029608, -93.27203871880657 44.92075820302403, -93.28155870027369 44.92075820302403, -93.28155870027369 44.91401330029608))"
76,"POLYGON ((-93.28155870027369 44.92075820302403, -93.27203871880657 44.92075820302403, -93.27203871880657 44.92750310575197, -93.28155870027369 44.92750310575197, -93.28155870027369 44.92075820302403))"
77,"POLYGON ((-93.28155870027369 44.92750310575197, -93.27203871880657 44.92750310575197, -93.27203871880657 44.93424800847992, -93.28155870027369 44.93424800847992, -93.28155870027369 44.92750310575197))"
78,"POLYGON ((-93.28155870027369 44.93424800847992, -93.27203871880657 44.93424800847992, -93.27203871880657 44.94099291120786, -93.28155870027369 44.94099291120786, -93.28155870027369 44.93424800847992))"
