,0
374,POINT (-93.23893491815004 44.94728620064986)
375,POINT (-93.30089373440791 44.9421327768427)
376,POINT (-93.23000361697996 44.94761015109326)
377,POINT (-93.24861276710891 44.9959968800216)
378,POINT (-93.27532629087395 44.9856881632352)
379,POINT (-93.31461931990364 44.9979067646798)
380,POINT (-93.29163038989276 44.9626994188346)
381,POINT (-93.28930392493194 44.9564366470997)
382,POINT (-93.26093248578091 44.97938691904746)
383,POINT (-93.25523272003662 44.98705375897705)
384,POINT (-93.2683217623528 44.99763104963725)
385,POINT (-93.26801382566339 44.9983367479468)
386,POINT (-93.25574066699281 44.9778346513787)
387,POINT (-93.25306468534565 44.9950848318331)
388,POINT (-93.27369376480111 44.97289267780572)
389,POINT (-93.2524262513992 44.9942188626334)
390,POINT (-93.26841735565475 44.9825759939631)
391,POINT (-93.23107478764109 44.97359045397465)
392,POINT (-93.20771850491469 44.96713700798045)
393,POINT (-93.25113848798925 44.96902575010466)
394,POINT (-93.26586842486235 44.9800637452192)
395,POINT (-93.26343782148382 44.97965842129475)
396,POINT (-93.2595622966619 44.9987084784062)
397,POINT (-93.30336392400454 44.9488127478937)
398,POINT (-93.2505242981066 44.99689942867375)
399,POINT (-93.26181680116925 44.9627055259366)
400,POINT (-93.26262173248389 44.9537413976294)
401,POINT (-93.25396045377701 44.9627324660939)
402,POINT (-93.26203332459114 44.94936205211329)
403,POINT (-93.26176025361025 44.97178992619625)
404,POINT (-93.2958400143053 44.9568067489225)
405,POINT (-93.2772645089962 44.97849898009573)
406,POINT (-93.26611248006232 44.9742949366279)
407,POINT (-93.2718325393144 44.9741004812979)
408,POINT (-93.26831722009089 44.9609000213988)
409,POINT (-93.22948984183444 44.97359654964525)
410,POINT (-93.27377326009288 44.97622223745575)
411,POINT (-93.2615636625064 45.01267016369095)
412,POINT (-93.20838911355551 44.96902636658604)
413,POINT (-93.26007423547762 44.95417816455025)
414,POINT (-93.21698229050905 44.92060790549952)
415,POINT (-93.29881304076005 44.98410950706975)
416,POINT (-93.2810334699298 45.0059054570469)
417,POINT (-93.25723566183265 44.9771513864672)
418,POINT (-93.27184302525106 44.985742007734)
419,POINT (-93.25931170704456 44.97140019592889)
420,POINT (-93.28117566648945 44.98988432583875)
421,POINT (-93.27156038271072 44.97331517531374)
422,POINT (-93.2338435470713 44.9722090539645)
423,POINT (-93.22869406453948 44.97424917289072)
424,POINT (-93.28362148551815 44.9519471504724)
425,POINT (-93.2776156802453 44.98565584134094)
426,POINT (-93.27310707249964 44.9824616699045)
427,POINT (-93.27450229641559 44.97191314263915)
428,POINT (-93.28434016137435 44.93860700419475)
429,POINT (-93.2907631923877 44.93678877858875)
430,POINT (-93.24804221860356 44.98344394504315)
431,POINT (-93.26775741979969 44.97893094718665)
432,POINT (-93.29826147894526 44.95095753374722)
433,POINT (-93.23093387253304 44.9725779375634)
434,POINT (-93.22790368730185 44.97254463830045)
435,POINT (-93.29028844431124 45.00024004708381)
436,POINT (-93.27781231708076 44.96471065957665)
437,POINT (-93.2235374132057 44.98605010960254)
438,POINT (-93.26485047562103 44.98494362805824)
439,POINT (-93.28924260588315 44.9664039137599)
440,POINT (-93.2421559187643 44.9862640638791)
441,POINT (-93.26334006236431 44.97977923263715)
442,POINT (-93.28083660482829 44.9693276083034)
443,POINT (-93.28135089345295 44.96772584223735)
444,POINT (-93.24771901724691 44.9730838454411)
445,POINT (-93.26339981184995 44.9764182367346)
446,POINT (-93.25960586947942 44.97546602533314)
447,POINT (-93.26510626726105 44.9633237033495)
448,POINT (-93.24091924520096 44.96336741273485)
449,POINT (-93.25432750057375 44.95734685412445)
450,POINT (-93.25898550067745 44.9870792381498)
451,POINT (-93.2663886957066 44.96520097308581)
452,POINT (-93.26193182729091 44.9591197773873)
453,POINT (-93.23586553721465 44.9792484417932)
454,POINT (-93.27593729024119 44.96521402678655)
455,POINT (-93.27727060235225 44.9304915205367)
456,POINT (-93.27488494994135 44.97606036769375)
457,POINT (-93.27851770468871 44.9755385541268)
458,POINT (-93.26729403162155 44.98337698535541)
459,POINT (-93.31906951258939 45.0186348535735)
460,POINT (-93.24148861248209 44.97283374391051)
461,POINT (-93.22419597609822 44.9887625517911)
462,POINT (-93.27429920081583 44.97449988823057)
463,POINT (-93.26767191861566 45.00035258004985)
464,POINT (-93.27225087016201 44.9862365423402)
